,nest,site,year,lat,lon,cov_1m,cov_5m,prot,pred,estHD,HD,HD_diff,HD_equal,init_calc,init_date,age_diff,init_diff,hatch_diff,camera_old,camera,missing,cam_fate_feb,nest_age_feb,final_obs_int_feb,field_fate,field_fate2,field_fate3,field_fate4,field_fate5,field_fate6,field_fate7,field_fate_eq,cam_fate1,cam_fate2,final_fate1,final_fate2,nest_age1,nest_age2,final_obs_int,final_obs_int2,final_obs_int3,final_obs_date,final_obs_date2,species,likely_failed,HF,HF_C,HF_MC,MC,marked_U,i,j,j_adj,k,k_adj,j.cam,k.cam,n_obs,n_days,> hatch?,penultimate,final,obs_dates,obs_history,obs_ints,new_notes,camera_notes,field_notes
338,20244.0,RUTE,2020,29.75732,-93.11537,30.0,30.0,barbed wire,,57.0,57.0,0.0,True,,38.0,1.0,0.0,,N,N,,,9.0,3.0,Ca,Ca,Ca,Ca,Ca,Ca,Ca,False,,,Ca,Ca,10.0,10.0,3.0,3.0,3,48,48,LETE,1.0,0,0.0,False,True,False,45.0,45,45,48,48,,,2,3.0,0.0,2E,0E,45|48,2E|0E,0|3,,,
339,20245.0,RUTE,2020,29.75735,-93.11519,30.0,30.0,barbed wire,,54.0,54.0,0.0,True,,35.0,1.0,0.0,,N,N,,,12.0,3.0,Ca,Ca,Ca,Ca,Ca,Ca,Ca,False,,,Ca,Ca,13.0,13.0,3.0,3.0,3,48,48,LETE,1.0,0,0.0,False,True,False,45.0,45,45,48,48,,,2,3.0,0.0,3E,0E,45|48,3E|0E,0|3,,,
340,20246.0,RUTE,2020,29.75726,-93.11508,30.0,30.0,barbed wire,,57.0,57.0,0.0,True,,38.0,1.0,0.0,,N,N,,,9.0,3.0,Ca,Ca,Ca,Ca,Ca,Ca,Ca,False,,,Ca,Ca,10.0,10.0,3.0,3.0,3,48,48,LETE,1.0,0,0.0,False,True,False,45.0,45,45,48,48,,,2,3.0,0.0,3E,0E,45|48,3E|0E,0|3,,,
341,20247.0,RUTE,2020,29.75699,-93.11359,50.0,50.0,barbed wire,,,,,True,,,,0.0,,Y-but,Y-but,J?,,,3.0,A,A,A,A,A,A,A,False,A,,A,A,,,3.0,3.0,3,51,51,LETE,,0,,True,True,False,45.0,48,48,51,51,,,3,6.0,,1E,abandon,45|48|51,1E|1E|abandon,0|3|3,changed fate back to NA,knocked over; maybe never a nest (abandoned egg),25 May- camera on nest
342,20248.0,RUTW,2020,29.76405,-93.14787,0.0,0.0,signs,,65.0,65.0,0.0,True,,46.0,1.0,0.0,,N,N,,,8.0,4.0,S,S,S,S,S,S,S,False,,,S,S,9.0,9.0,4.0,4.0,4,55,55,LETE,1.0,0,0.0,False,True,False,47.0,51,51,55,55,,,3,8.0,0.0,1E,0E,47|51|55,1E|1E|0E,0|4|4,,,
343,20249.0,RUTW,2020,29.76431,-93.148,10.0,20.0,sym,,59.0,63.0,4.0,False,,44.0,3.0,3.0,0.06779661016949153,Y,Y,N,H,23.0,4.0,H,H,H,H,H,H,H,False,H,H,H,H,20.0,24.0,1.0,1.0,1,64,64,LETE,0.0,1,1.0,False,False,False,47.0,62,63,62,63,63.0,63.0,7,17.0,1.0,2E,2C,47|51|55|56|58|60|64,2E|2E|2E|2E|2E|2E|2C,0|4|4|1|2|2|1,,,"2 Chicks near cup on 13 Jun, Camera revealed hatch to be 12 June"
344,20250.0,RUTW,2020,29.76998,-93.17686,40.0,50.0,none,,65.0,66.0,1.0,False,,47.0,0.0,2.0,0.015384615384615385,Y,Y,Y,H,21.0,4.0,H,H,H,H,H,H,H,False,H,H,H,H,21.0,22.0,2.0,2.0,2,68,68,LETE,0.0,1,1.0,False,False,False,47.0,66,66,66,66,,,6,21.0,0.0,2E,0E,47|52|56|60|64|68,1E|2E|2E|2E|2E|0E,0|5|4|4|4|2,,camera evidence of hatch??,"Appears to have hatched, poop in cup"
345,20251.0,RUTE,2020,29.75889,-93.12251,10.0,20.0,barbed wire,,68.0,68.0,0.0,True,,49.0,1.0,3.0,,Y,Y,N,H,23.0,1.0,U-H,H,U-H,U,H,H,H,True,H,A,H,A,24.0,24.0,4.0,4.0,1,73,73,LETE,0.0,1,0.0,True,True,True,51.0,73,72,73,72,72.0,72.0,8,22.0,1.0,hatch?,0E,51|56|58|61|64|69|71|73,2E|2E|2E|2E|2E|2E|hatch?|0E,0|5|2|3|3|5|2|2,hatch obs should have been deleted,"I don't see evidence of hatch in photos, but Jonathon did",why is field fate H? CAmera on nest
346,20252.0,RUTE,2020,29.75875,-93.12241,20.0,20.0,barbed wire,,63.0,63.0,0.0,True,,44.0,1.0,0.0,,N,N,,,19.0,3.0,H,H,H,H,H,H,H,False,,,H,H,20.0,20.0,3.0,3.0,1,64,64,LETE,0.0,1,0.0,True,True,False,51.0,63,63,63,63,63.0,63.0,5,13.0,0.0,2E,0E,51|56|58|61|64,2E|2E|2E|2E|0E,0|5|2|3|3,,,"Poop in cup, evidence of hatch, parents exhibiting chick behavior"
347,20253.0,HBRB,2020,29.76501,-93.37319,0.0,0.0,none,,,,,True,,,,0.0,,Y,Y,N,,,6.0,D,D,D,D,D,D,D,False,,,,,,,6.0,6.0,6,58,58,LETE,,0,0.0,False,True,False,52.0,52,52,58,58,,,2,6.0,,2E,0E,52|58,2E|0E,0|6,,,Camera on nest. did not float to avoid contact with eggs due to bad coyote predation in area
348,20254.0,RUTW,2020,29.76204,-93.13769,,,none,,73.0,73.0,0.0,True,,54.0,1.0,0.0,,N,N,,,9.0,4.0,Hu,Hu,Hu,Hu,Hu,Hu,Hu,False,,,Hu,Hu,10.0,10.0,4.0,4.0,4,64,64,LETE,1.0,0,0.0,False,True,False,55.0,60,60,64,64,,,4,9.0,0.0,2E,0E,55|58|60|64,1E|BON|2E|0E,0|3|2|4,,,"Ran over by Blue F150, parents still at nest site when found"
349,20255.0,RUTW,2020,29.76426,-93.14787,75.0,75.0,sym,,81.0,78.0,3.0,False,,50.0,4.0,0.0,,Y,Y,N,H,26.0,4.0,H,H,H,H,H,H,H,False,H,H,H,H,30.0,27.0,4.0,4.0,2,80,80,WIPL,0.0,1,1.0,False,False,False,55.0,78,78,78,78,,,8,25.0,0.0,3E,0E,55|58|60|64|68|73|76|80,3E|3E|3E|3E|3E|3E|3E|0E,0|3|2|4|4|5|3|4,,,"No chicks found, but parents exhibiting chick behavior and eggshells nearby"
350,20256.0,RUTW,2020,29.7638,-93.14429,80.0,80.0,none,,64.0,63.0,1.0,False,,47.0,1.0,14.0,-0.015625,Y,Y,N,H,15.0,17.0,H,H,H,H,H,H,H,False,H,H,H,H,16.0,15.0,3.0,3.0,0,63,63,CONI,0.0,1,1.0,False,False,False,47.0,63,63,63,63,63.0,63.0,4,16.0,0.0,BON,hatch,47|55|60|63,1E|BON|BON|hatch,0|8|5|3,,,6/15 - 1 chick? Seen in field? Yes No stick or sign of birds as of 13 June
351,20257.0,RUTW,2020,29.76415,-93.14728,50.0,50.0,none,,64.0,62.0,2.0,False,,46.0,3.0,2.0,-0.03125,Y,Y,N,H,15.0,4.0,H,H,H,H,H,H,H,False,H,H,H,H,18.0,16.0,2.0,2.0,2,64,64,CONI,0.0,1,1.0,False,False,False,47.0,62,62,62,62,,,4,17.0,0.0,BON,1C,47|55|60|64,1E|BON|BON|1C,0|8|5|2,,,6/13 - 1 chick how old?
352,20258.0,RUTW,2020,29.76683,-93.15771,95.0,95.0,none,,,50.0,,False,,34.0,4.0,3.0,,Y,Y,N,H,16.0,6.0,H,H,H,H,H,H,H,False,H,H,H,H,20.0,20.0,3.0,3.0,4,54,54,CONI,,1,1.0,False,False,False,47.0,50,50,50,50,,,2,7.0,,2E,"1C, ~3d",47|53,"2E|1C, ~3d",0|3,,,6/2 - 1 chick
353,20259.0,RUTW,2020,29.76703,-93.1594,95.0,80.0,none,,,47.0,,False,,31.0,0.0,,,CH,CH,N,H,16.0,0.0,H,H,H,H,H,H,H,False,H,H,H,H,16.0,16.0,,,0,47,47,CONI,,1,1.0,False,False,False,47.0,47,47,47,47,,,1,0.0,,,hatch day,47,hatch day,0,only 1 obs - found at hatch,,"5/27 - 1 chick, 1 egg"
354,20260.0,RUTW,2020,29.76074,-93.13132,60.0,60.0,none,,64.0,64.0,0.0,True,,48.0,1.0,0.0,,Y,Y,J?,A,15.0,3.0,U-H,U,U-H,U-H,U,U-H,U,True,A,A,A,A,16.0,16.0,3.0,3.0,3,64,64,CONI,0.0,7,0.0,True,True,True,47.0,61,61,64,64,,,4,17.0,0.0,2E,0E,47|51|61|64,2E|2E|2E|0E,0|4|10|3,,not sure where photos are but Jonathon put cam fate as A,why marked U-H? evidence?
355,20261.0,RUTW,2020,29.76578,-93.15538,10.0,10.0,none,,73.0,78.0,5.0,False,,59.0,4.0,0.0,,N,N,,,25.0,4.0,H,H,H,H,H,H,H,False,,,H,H,21.0,26.0,4.0,4.0,2,80,80,LETE,0.0,1,0.0,True,True,False,55.0,78,78,78,78,,,7,25.0,1.0,1E,0E,55|60|64|68|73|76|80,1E|1E|1E|1E|1E|1E|0E,0|5|4|4|5|3|4,,,"Stick and egg gone, possible egg shell in nest cup."
356,20262.0,RUTE,2020,29.75882,-93.12304,20.0,30.0,barbed wire,,71.0,71.0,0.0,True,,52.0,1.0,0.0,,Y,Y,N,H,20.0,4.0,H,H,H,H,H,H,H,False,,,,,21.0,21.0,4.0,4.0,0,73,73,LETE,0.0,1,,True,True,False,56.0,73,73,73,73,,,6,17.0,0.0,2E,0E,56|58|61|64|69|73,2E|2E|2E|2E|2E|0E,0|2|3|3|5|4,,camera fell over,why marked H???
357,20263.0,RUTE,2020,29.75842,-93.12095,10.0,20.0,barbed wire,,71.0,71.0,0.0,True,,52.0,1.0,0.0,,Y,Y,N,A,20.0,4.0,U-H,H,U-H,U-H,H,U-H,H,True,H,A,H,A,21.0,21.0,4.0,4.0,0,73,73,LETE,0.0,1,0.0,True,True,True,56.0,73,73,73,73,,,6,17.0,0.0,1E,0E,56|58|61|64|69|73,3E|3E|3E|3E|1E|0E,0|2|3|3|5|4,"if not hatch, what happened to other 2 eggs? Field evidence of hatch??",Jonathon thought photos showed hatch; I don't see it,"why H? what happened to my notes? Birds leave morning of 6/19? Unclear why, but J was there night of 6/18 and no sign of chicks on cam either"
358,20264.0,RUTE,2020,29.7583,-93.12094,25.0,30.0,barbed wire,,74.0,77.0,3.0,False,,58.0,2.0,1.0,0.04054054054054054,Y,Y,N,H,24.0,4.0,U-H,H,U-H,U,H,U,U,True,H,H,H,H,22.0,25.0,3.0,3.0,3,80,80,LETE,0.0,1,1.0,False,True,True,56.0,78,77,78,77,77.0,77.0,7,24.0,1.0,2E,0E,56|61|64|69|73|76|80,1E|2E|2E|2E|2E|2E|0E,0|5|3|5|4|3|3,,camera evidence of hatch??,why H? field evidence?
359,20265.0,RUTE,2020,29.75715,-93.11642,60.0,80.0,none,,65.0,69.0,4.0,False,,53.0,3.0,0.0,,N,N,,,19.0,5.0,H,H,H,H,H,H,H,False,,,H,H,16.0,20.0,5.0,5.0,0,69,69,CONI,0.0,1,0.0,True,True,False,56.0,69,69,69,69,,,4,13.0,1.0,1E,1C,56|61|64|69,1E|1E|1E|1C,0|5|3|5,,,
360,20266.0,RUTE,2020,29.75683,-93.11497,70.0,80.0,none,,73.0,74.0,1.0,False,,58.0,2.0,0.0,0.0136986301369863,Y,Y,N,H,22.0,2.0,U-H,H,U-H,U-H,H,U,U,True,H,H,H,H,20.0,21.0,2.0,2.0,4,78,78,CONI,0.0,1,1.0,False,True,True,56.0,78,74,78,74,74.0,74.0,7,22.0,1.0,2E,0E,56|61|64|69|73|76|78,1E|2E|2E|2E|2E|2E|0E,0|5|3|5|4|3|2,,"evidence of chicks? In 23 Jun photo, female holding egg shell. Then moving around a lot over next 3 days; appears to be brooding in one pic. But still 2E on 25 jun???? Is date on camera off??", One bad egg on 26 Jun
361,20267.0,HBTO,2020,29.7686,-93.42634,50.0,50.0,none,,63.0,63.0,0.0,True,,47.0,1.0,0.0,,Y,Y,N,,19.0,8.0,U,U,U,U,U,U,U,False,,,,,20.0,20.0,8.0,8.0,8,67,67,CONI,0.0,0,0.0,False,True,True,59.0,59,59,67,67,,,2,8.0,1.0,2E,0E,59|67,2E|0E,0|8,,,"No sign of predation at nest, possible hatch."
362,20268.0,RUTW,2020,29.7628,-93.14149,95.0,95.0,signs,,70.0,70.0,0.0,True,,54.0,1.0,0.0,,N,N,,,18.0,5.0,A,A,A,A,A,A,A,False,,,A,A,19.0,19.0,5.0,5.0,5,73,73,CONI,0.0,0,0.0,False,True,False,60.0,68,68,73,73,,,4,13.0,0.0,1E,1E,60|64|68|73,2E|2E|1E|1E,0|4|4|5,,,"One egg floated high out the water at an angle and was very light, likely dead. Abandoned, presumed due to vehicle and human"
363,20269.0,RUTW,2020,29.76437,-93.14863,40.0,40.0,sym,,74.0,73.0,1.0,False,,54.0,2.0,0.0,-0.013513513513513514,Y,Y,N,H,20.0,3.0,H,H,H,H,H,H,H,False,H,H,H,H,22.0,21.0,3.0,3.0,3,76,76,LETE,0.0,1,1.0,False,False,False,60.0,73,73,73,73,73.0,73.0,5,16.0,0.0,2E,1C,60|64|68|73|76,2E|2E|2E|2E|1C,0|4|4|5|3,,,6/25 - 1 chick how old
364,20270.0,RUTW,2020,29.76447,-93.14885,70.0,70.0,sym,,72.0,72.0,0.0,True,,56.0,1.0,0.0,,N,N,,,11.0,4.0,Hu,Hu,Hu,Hu,Hu,Hu,Hu,False,,,Hu,Hu,12.0,12.0,4.0,4.0,4,68,68,CONI,1.0,0,0.0,False,True,False,60.0,64,64,68,68,,,3,8.0,0.0,2E,0E,60|64|68,2E|2E|0E,0|4|4,,,"Nest ran over by vehicle, crushed and dried eggs found"
365,20271.0,RUTW,2020,29.76575,-93.15513,5.0,10.0,none,,78.0,78.0,0.0,True,,59.0,1.0,0.0,,N,N,,,4.0,4.0,Ca,Ca,Ca,Ca,Ca,Ca,Ca,False,,,Ca,Ca,5.0,5.0,4.0,4.0,4,64,64,LETE,1.0,0,0.0,False,True,False,60.0,60,60,64,64,,,2,4.0,0.0,2E,1E,60|64,2E|1E,0|4,,,"One egg left near nest, cattle prints where cup should be"
366,20272.0,RUTW,2020,29.77052,-93.1797,40.0,50.0,none,,87.0,87.0,0.0,True,,59.0,1.0,0.0,,N,N,,,28.0,2.0,A,A,A,A,A,A,A,False,,,A,A,29.0,29.0,2.0,2.0,2,88,88,WIPL,0.0,0,0.0,False,True,False,60.0,86,86,88,88,,,9,28.0,0.0,2E,abandon,60|64|68|73|76|80|84|86|88,1E|2E|2E|2E|2E|BON|2E|2E|abandon,0|4|4|5|3|4|4|2|2,,,"Abandoned, possibly over 4th weej=kend. 1 egg cracked, chicks pretty much fully developed in eggs"
367,20273.0,RUTE,2020,29.75889,-93.12302,40.0,40.0,barbed wire,,73.0,76.0,3.0,False,,57.0,2.0,0.0,,N,N,,,21.0,3.0,H,H,H,H,H,H,H,False,,,H,H,19.0,22.0,3.0,3.0,0,76,76,LETE,0.0,1,0.0,True,True,False,61.0,76,76,76,76,,,5,15.0,0.0,2E,2C,61|64|69|73|76,2E|2E|2E|2E|2C,0|3|5|4|3,,,
368,20274.0,RUTE,2020,29.75851,-93.1214,40.0,40.0,barbed wire,,80.0,80.0,0.0,True,,52.0,1.0,0.0,,N,N,,,27.0,4.0,H,H,H,H,H,H,H,False,,,H,H,28.0,28.0,4.0,4.0,0,80,80,WIPL,0.0,1,0.0,True,True,False,61.0,80,80,80,80,,,6,19.0,0.0,3E,1E 2C,61|64|69|73|76|80,3E|3E|3E|3E|3E|1E 2C,0|3|5|4|3|4,,,"Two chicks banded in cup, third chick could be heard in egg"
369,20275.0,RUTW,2020,29.7642,-93.14749,,,sym,,65.0,65.0,0.0,True,,37.0,1.0,0.0,,Y,Y,N,H,27.0,1.0,H,H,H,H,H,H,H,False,H,H,H,H,28.0,28.0,1.0,1.0,0,65,65,WIPL,0.0,1,1.0,False,False,False,64.0,65,65,65,65,,,2,1.0,0.0,3E,"1E, 2C",64|65,"3E|1E, 2C",0|1,,,"2 chicks hatched and banded in cup, 1 egg failed. egg was gone on the 17th"
370,20276.0,RUTE,2020,29.75903,-93.12378,75.0,75.0,barbed wire,,73.0,76.0,3.0,False,,60.0,2.0,0.0,0.0410958904109589,Y,Y,N,H,18.0,3.0,H,H,H,H,H,H,H,False,H,H,H,H,16.0,19.0,3.0,3.0,0,76,76,CONI,0.0,1,1.0,False,False,False,64.0,76,76,76,76,,,4,12.0,0.0,2E,"1E, 1C",64|69|73|76,"2E|2E|2E|1E, 1C",0|5|4|3,,,"1 Chick in nest, still wet, second egg unhatched 25 Jun. Both chicks hatched, banded on 7 July 2020. Band# 115289174 and 115289175. Chicks fledged 13 July"
371,20277.0,RUTE,2020,29.75877,-93.12222,50.0,50.0,barbed wire,,76.0,76.0,0.0,True,,57.0,1.0,0.0,,N,N,,,11.0,5.0,F,F,F,F,F,F,F,False,,,F,F,12.0,12.0,5.0,5.0,5,69,69,LETE,1.0,0,0.0,False,True,False,64.0,64,64,69,69,,,2,5.0,0.0,2E,0E,64|69,2E|0E,0|5,,,Failed unkonwn
372,20278.0,RUTW,2020,29.77043,-93.17625,30.0,75.0,none,,81.0,81.0,0.0,True,,62.0,1.0,0.0,,N,N,,,10.0,5.0,Ca,Ca,Ca,Ca,Ca,Ca,Ca,False,,,Ca,Ca,11.0,11.0,5.0,5.0,5,73,73,LETE,1.0,0,0.0,False,True,False,68.0,68,68,73,73,,,2,5.0,0.0,2E,0E,68|73,2E|0E,0|5,,,Ants eating crushed dried egg
373,20279.0,RUTW,2020,29.77048,-93.17648,30.0,75.0,none,,83.0,83.0,0.0,True,,64.0,1.0,0.0,,N,N,,,8.0,5.0,Ca,Ca,Ca,Ca,Ca,Ca,Ca,False,,,Ca,Ca,9.0,9.0,5.0,5.0,5,73,73,LETE,1.0,0,0.0,False,True,False,68.0,68,68,73,73,,,2,5.0,0.0,2E,0E,68|73,2E|0E,0|5,,,Ants eating crushed dried egg
374,20280.0,RUTW,2020,29.7705,-93.17656,30.0,75.0,none,,83.0,83.0,0.0,True,,64.0,1.0,0.0,,N,N,,,8.0,5.0,Ca,Ca,Ca,Ca,Ca,Ca,Ca,False,,,Ca,Ca,9.0,9.0,5.0,5.0,5,73,73,LETE,1.0,0,0.0,False,True,False,68.0,68,68,73,73,,,2,5.0,0.0,1E,0E,68|73,1E|0E,0|5,,,Ants eating crushed dried egg
375,20281.0,RUTW,2020,29.76577,-93.1554,20.0,20.0,none,,83.0,83.0,0.0,True,,64.0,1.0,0.0,,Y,Y,N,,19.0,4.0,U,U,U,U,U,U,U,False,,,,,20.0,20.0,4.0,4.0,4,84,84,LETE,0.0,7,,True,True,True,68.0,80,80,84,84,,,5,16.0,0.0,2E,0E,68|73|76|80|84,2E|2E|2E|2E|0E,0|5|3|4|4,,camera stolen,"Camera, stick and eggs all gonewhen checked. fate unkown"
376,20282.0,RUTW,2020,29.76572,-93.15539,20.0,20.0,none,,80.0,80.0,0.0,True,,61.0,1.0,0.0,,N,N,,,11.0,5.0,Hu,Hu,Hu,Hu,Hu,Hu,Hu,False,,,Hu,Hu,12.0,12.0,5.0,5.0,5,73,73,LETE,1.0,0,0.0,False,True,False,68.0,68,68,73,73,,,2,5.0,0.0,2E,0E,68|73,2E|0E,0|5,,,four wheeler tracks over nes cup and stick
377,20283.0,BROW,2020,29.77224,-93.2968,0.0,0.0,none,,86.0,86.0,0.0,True,,67.0,1.0,0.0,,N,N,,,6.0,3.0,S,S,S,S,S,S,S,False,,,S,S,7.0,7.0,3.0,3.0,3,74,74,LETE,1.0,0,0.0,False,True,False,71.0,71,71,74,74,,,2,3.0,0.0,2E,0E,71|74,2E|0E,0|3,,,Washed away in storm surge on 22 Jun
378,20284.0,BROW,2020,29.77224,-93.29687,0.0,0.0,none,,85.0,85.0,0.0,True,,66.0,1.0,0.0,,N,N,,,7.0,3.0,S,S,S,S,S,S,S,False,,,S,S,8.0,8.0,3.0,3.0,3,74,74,LETE,1.0,0,0.0,False,True,False,71.0,71,71,74,74,,,2,3.0,0.0,2E,0E,71|74,2E|0E,0|3,,,Washed away in storm surge on 22 Jun
379,20285.0,BROW,2020,29.77223,-93.29701,0.0,0.0,none,,82.0,82.0,0.0,True,,63.0,1.0,0.0,,N,N,,,10.0,3.0,S,S,S,S,S,S,S,False,,,S,S,11.0,11.0,3.0,3.0,3,74,74,LETE,1.0,0,0.0,False,True,False,71.0,71,71,74,74,,,2,3.0,0.0,2E,0E,71|74,2E|0E,0|3,,,Washed away in storm surge on 22 Jun
380,20286.0,BROW,2020,29.77219,-93.2972,0.0,0.0,none,,87.0,87.0,0.0,True,,68.0,1.0,0.0,,N,N,,,5.0,3.0,S,S,S,S,S,S,S,False,,,S,S,6.0,6.0,3.0,3.0,3,74,74,LETE,1.0,0,0.0,False,True,False,71.0,71,71,74,74,,,2,3.0,0.0,2E,0E,71|74,2E|0E,0|3,,,Washed away in storm surge on 22 Jun
381,20287.0,BROW,2020,29.77216,-93.29742,0.0,0.0,none,,87.0,87.0,0.0,True,,68.0,1.0,0.0,,N,N,,,5.0,3.0,S,S,S,S,S,S,S,False,,,S,S,6.0,6.0,3.0,3.0,3,74,74,LETE,1.0,0,0.0,False,True,False,71.0,71,71,74,74,,,2,3.0,0.0,1E,0E,71|74,1E|0E,0|3,,,Washed away in storm surge on 22 Jun
382,20288.0,BROW,2020,29.77214,-93.29758,0.0,0.0,none,,85.0,85.0,0.0,True,,66.0,1.0,0.0,,N,N,,,7.0,3.0,S,S,S,S,S,S,S,False,,,S,S,8.0,8.0,3.0,3.0,3,74,74,LETE,1.0,0,0.0,False,True,False,71.0,71,71,74,74,,,2,3.0,0.0,2E,0E,71|74,2E|0E,0|3,,,Washed away in storm surge on 22 Jun
383,20289.0,BROW,2020,29.77212,-93.29768,0.0,0.0,none,,88.0,88.0,0.0,True,,69.0,1.0,0.0,,N,N,,,4.0,3.0,S,S,S,S,S,S,S,False,,,S,S,5.0,5.0,3.0,3.0,3,74,74,LETE,1.0,0,0.0,False,True,False,71.0,71,71,74,74,,,2,3.0,0.0,1E,0E,71|74,1E|0E,0|3,,,Washed away in storm surge on 22 Jun
384,20290.0,BROW,2020,29.77213,-93.29774,0.0,0.0,none,,88.0,88.0,0.0,True,,69.0,1.0,0.0,,N,N,,,4.0,3.0,S,S,S,S,S,S,S,False,,,S,S,5.0,5.0,3.0,3.0,3,74,74,LETE,1.0,0,0.0,False,True,False,71.0,71,71,74,74,,,2,3.0,0.0,1E,0E,71|74,1E|0E,0|3,,,Washed away in storm surge on 22 Jun
385,20291.0,BROW,2020,29.77214,-93.29792,0.0,0.0,none,,80.0,80.0,0.0,True,,61.0,1.0,0.0,,N,N,,,12.0,3.0,S,S,S,S,S,S,S,False,,,S,S,13.0,13.0,3.0,3.0,3,74,74,LETE,1.0,0,0.0,False,True,False,71.0,71,71,74,74,,,2,3.0,0.0,2E,0E,71|74,2E|0E,0|3,,,Possible bad egg. Washed away in storm surge on 22 Jun
386,20292.0,BROW,2020,29.77184,-93.2993,0.0,0.0,none,,88.0,88.0,0.0,True,,69.0,1.0,0.0,,N,N,,,4.0,3.0,S,S,S,S,S,S,S,False,,,S,S,5.0,5.0,3.0,3.0,3,74,74,LETE,1.0,0,0.0,False,True,False,71.0,71,71,74,74,,,2,3.0,0.0,1E,0E,71|74,1E|0E,0|3,,,Washed away in storm surge on 22 Jun
387,20293.0,BROW,2020,29.77172,-93.30008,0.0,0.0,none,,85.0,85.0,0.0,True,,66.0,1.0,0.0,,N,N,,,7.0,3.0,S,S,S,S,S,S,S,False,,,S,S,8.0,8.0,3.0,3.0,3,74,74,LETE,1.0,0,0.0,False,True,False,71.0,71,71,74,74,,,2,3.0,0.0,2E,0E,71|74,2E|0E,0|3,,,Washed away in storm surge on 22 Jun
388,20294.0,BROW,2020,29.77168,-93.30033,0.0,0.0,none,,88.0,88.0,0.0,True,,69.0,1.0,0.0,,N,N,,,4.0,3.0,S,S,S,S,S,S,S,False,,,S,S,5.0,5.0,3.0,3.0,3,74,74,LETE,1.0,0,0.0,False,True,False,71.0,71,71,74,74,,,2,3.0,0.0,1E,0E,71|74,1E|0E,0|3,,,Washed away in storm surge on 22 Jun
389,20295.0,BROW,2020,29.77166,-93.30051,0.0,0.0,none,,86.0,86.0,0.0,True,,67.0,1.0,0.0,,N,N,,,6.0,3.0,S,S,S,S,S,S,S,False,,,S,S,7.0,7.0,3.0,3.0,3,74,74,LETE,1.0,0,0.0,False,True,False,71.0,71,71,74,74,,,2,3.0,0.0,2E,0E,71|74,2E|0E,0|3,,,Washed away in storm surge on 22 Jun
390,20296.0,BROW,2020,29.77164,-93.30074,0.0,0.0,none,,82.0,82.0,0.0,True,,63.0,1.0,0.0,,N,N,,,10.0,3.0,S,S,S,S,S,S,S,False,,,S,S,11.0,11.0,3.0,3.0,3,74,74,LETE,1.0,0,0.0,False,True,False,71.0,71,71,74,74,,,2,3.0,0.0,2E,0E,71|74,2E|0E,0|3,,,Washed away in storm surge on 22 Jun
391,20297.0,BROW,2020,29.77161,-93.29505,0.0,0.0,none,,88.0,88.0,0.0,True,,69.0,1.0,0.0,,N,N,,,4.0,3.0,S,S,S,S,S,S,S,False,,,S,S,5.0,5.0,3.0,3.0,3,74,74,LETE,1.0,0,0.0,False,True,False,71.0,71,71,74,74,,,2,3.0,0.0,2E,0E,71|74,2E|0E,0|3,,,Washed away in storm surge on 22 Jun
392,20298.0,RUTW,2020,29.7622,-93.13832,35.0,40.0,none,,77.0,81.0,4.0,False,,62.0,3.0,0.0,,N,N,,,22.0,1.0,H,H,H,H,H,H,H,False,,,H,H,19.0,23.0,1.0,1.0,0,81,81,LETE,0.0,1,0.0,True,True,False,73.0,81,81,81,81,,,4,8.0,1.0,2E,hatchin,73|76|80|81,2E|2E|2E|hatchin,0|3|4|1,,,"Egg staring on Jun 30, succeful hatch of both chicks as of 2 July, 3July only one chick left. Chick still alive as of 5 July"
393,20299.0,RUTW,2020,29.76573,-93.15522,20.0,40.0,none,,92.0,92.0,0.0,True,,73.0,1.0,0.0,,Y,Y,N,A,12.0,2.0,A,A,A,A,A,A,A,False,A,,A,A,13.0,13.0,2.0,2.0,2,86,86,LETE,1.0,0,0.0,False,True,False,73.0,84,84,86,86,,,5,13.0,0.0,2E,1E,73|76|80|84|86,1E|2E|2E|2E|1E,0|3|4|4|2,1E on final obs - could other egg have hatched?,camera stolen,"1 egg abandoned in cup, cold and covered in sand 5 July"
394,20300.0,RUTW,2020,29.77034,-93.17373,90.0,90.0,none,,,49.0,,False,,33.0,0.0,,,N,N,,H,16.0,0.0,H,H,H,H,H,H,H,False,H,H,H,H,16.0,16.0,0.0,,0,49,49,CONI,,1,1.0,False,False,False,49.0,49,49,49,49,,,1,0.0,,,"1E, 1C",49,"1E, 1C",0,found on hatch day,,"5/29 - 1 chick, 1 egg"
395,20301.0,RUTW,2020,29.76837,-93.16584,80.0,80.0,none,,61.0,61.0,0.0,True,,45.0,1.0,0.0,,Y,Y,N,Ca,16.0,2.0,F,F,F,F,F,F,F,False,Ca,Ca,Ca,Ca,17.0,17.0,2.0,2.0,2,62,62,CONI,0.0,0,0.0,False,True,False,49.0,60,60,62,62,,,4,13.0,0.0,BON,abandon,49|55|60|62,2E|2E|BON|abandon,0|6|5|2,could the other egg have hatched?,cattle caused abandonmentt - not clear if other egg hatched,any other observations in between? 6/11 - 1E getting eaten by ants. probably abandoned? and then attacked by ants? depredated and then attacked?
