"","allData.nest","allData.NOTES","allData.cam_notes","allData.new_notes"
"606","20466","eggs still in cup cold. no parental activity","Birds on nest after Camera set up and nest was marked but abandoned nest 2 days later and stopped getting pictures of parents. - cattle",NA
"607","2total hatch",NA,NA,NA
"608","30001","May 19: no starring seen, didn't handle eggs. no parents in the area. May 26: no eggs in nest, parents are acting very territorial. likely hatched June 6: father in area acting territorial",NA,NA
"609","30003",NA,NA,NA
"610","30004",NA,NA,NA
"611","30005","May 16: 1 egg left in nest, parents were acting territorial. May 19: no eggs left in nest, parents territorial but no chicks located. 5/22: two chicks seen in area running around",NA,NA
"612","30006",NA,NA,NA
"613","30007",NA,NA,NA
"614","30008","washed out from rain; possibly buried by a couple inches of sand accumulation",NA,NA
"615","30009","very nearly run over by vehicles",NA,NA
"616","30010",NA,NA,NA
"617","30011",NA,NA,NA
"618","30012",NA,NA,NA
"619","30013",NA,NA,NA
"620","30014",NA,NA,NA
"621","30015",NA,NA,NA
"622","30016",NA,NA,NA
"623","30017",NA,NA,NA
"624","30018",NA,"marked in GPS as having a camera - this may be the mystery May nest? Camera date is set one day early?",NA
"625","30019",NA,NA,NA
"626","30020",NA,NA,NA
"627","30021","20 May: nest washed away",NA,NA
"628","30022","storm surge",NA,NA
"629","30023","washed out from rain; possibly buried by a couple inches of sand accumulation",NA,NA
"630","30024","the nest was scheduled to hatch, but no chicks seen. could have washed away, as there was no scrape left and the whole area was saturated",NA,NA
"631","30025",NA,NA,NA
"632","30026",NA,NA,NA
"633","30027",NA,NA,NA
"634","30028",NA,NA,NA
"635","30029","coyote tracks seen, but likely washed out",NA,NA
"636","30030","19 May: no eggs seen but could have hatched",NA,NA
"637","30031",NA,NA,NA
"638","30032",NA,NA,NA
"639","30033",NA,NA,NA
"640","30034",NA,NA,NA
"641","30035",NA,NA,NA
"642","30036",NA,NA,NA
"643","30037",NA,NA,NA
"644","30038","6/21: 1-4 days old (9.7g, 7.6g). 6/30: 2 chicks, banded and weighed; est hatch may be off?","was this one accidentally marked as having a camera?",NA
"645","30039",NA,NA,NA
"646","30040",NA,NA,NA
"647","30041",NA,NA,NA
"648","30042",NA,NA,NA
"649","30043",NA,NA,NA
"650","30044","coyote tracks in area, but could have hatched",NA,NA
"651","30045",NA,NA,NA
"652","30046","could have hatched or washed out from heavy rain events",NA,NA
"653","30047","could have hatched or washed out from heavy rain events",NA,NA
"654","30048","could have hatched or washed out from heavy rain events",NA,NA
"655","30049","nest stick was knocked out, but coyote tracks were in the area",NA,NA
"656","30050",NA,NA,NA
"657","30051","nest stick was knocked out, probably by coyote",NA,NA
"658","30052",NA,NA,NA
"659","30053",NA,NA,NA
"660","30054",NA,NA,NA
"661","30055",NA,NA,NA
"662","30056",NA,NA,NA
"663","30057","scat found in nest cup!",NA,NA
"664","30058",NA,NA,NA
"665","30059","unknown reason for failure, no evidence seen",NA,NA
"666","30060","could have hatched or washed out from heavy rain events",NA,NA
"667","30061","washout from heavy rain events",NA,NA
"668","30062","possibly hatched, but there were also coyote tracks in the area",NA,NA
"669","30063","6/14: nest run over",NA,NA
"670","30064",NA,NA,NA
"671","30065",NA,NA,NA
"672","30066",NA,NA,NA
"673","30067",NA,NA,NA
"674","30068","lots of coyote tracks/activity in the area where the cup was. Was old enough to hatch, but I think coyotes got the chicks due to the track behavior",NA,NA
"675","30069","6/21: 1 chick, 1d old, 1 egg left in area but displaced from scrape",NA,NA
"676","30070",NA,NA,NA
"677","30071","unknown cause of failure :(",NA,NA
"678","30072",NA,NA,NA
"679","30073","DNL = did not locate. unknown nest fate because was unable to relocate nest",NA,NA
"680","30074","parental behavior 7/3 during stewardship and on 7/6. Possibly a 2nd chick hatched a day or 2 prior?",NA,NA
"681","30075","could have hatched or washed out from heavy rain events",NA,NA
"682","30076","washout from heavy rain events",NA,NA
"683","30077","could have hatched or washed out from heavy rain events",NA,NA
"684","30078","could have hatched or washed out from heavy rain events",NA,NA
"685","30079","washout from heavy rain events",NA,NA
"686","30080","washout from heavy rain events",NA,NA
"687","30081",NA,NA,NA
"688","30082",NA,NA,NA
"689","30083",NA,NA,NA
"690","30084",NA,NA,NA
"691","30085","could have hatched but no confirmed chick sighting",NA,NA
"692","30086",NA,NA,NA
"693","30087",NA,NA,NA
"694","30088",NA,NA,NA
"695","30089","could have hatched, no evidence of disturbance",NA,NA
"696","30090","could have hatched!",NA,NA
"697","30091",NA,NA,NA
"698","30092",NA,NA,NA
"699","30093","6/26: no eggs, but very likely could have hatched, saw no evidence of failure",NA,NA
"700","30094","fate unknown. never floated so hatch date unknown. no chicks seen in area but very difficult to confirm at this site",NA,NA
"701","30095",NA,NA,NA
"702","30096","coyote tracks on 7/12","changed fate to D based on field photos",NA
"703","30097",NA,"could be mystery july nest - cam listed as being placed on 12 or 13 july","in GPS as having cam"
"704","30098",NA,NA,NA
"705","30099",NA,NA,NA
"706","30100","3 May: parents weren't in area upon searching, debris was washed up and no eggs were found by popsicle stick",NA,NA
"707","30101","19 May: no eggs seen but could have hatched",NA,NA
"708","30102",NA,NA,NA
"709","30103",NA,NA,NA
"710","30104",NA,"slightly unclear, probably coyote",NA
"711","30105",NA,NA,NA
"712","30106","no popsicle stick located; no eggs seen in area",NA,NA
"713","30107","no popsicle stick located; no eggs seen in area",NA,NA
"714","30108","popsicle stick was washed out of the sand; no eggs seen in general area",NA,NA
"715","30109",NA,NA,NA
"716","30110","6/3: hatch date, but no eggs or chicks seen. no evidence of being run over or predators.",NA,NA
"717","30111",NA,NA,NA
"718","30112","6/3: nest run over",NA,NA
"719","30113",NA,NA,NA
"720","30114",NA,NA,NA
"721","30115","U, but possibliy hatched, no evidence of predation or other disturbance",NA,NA
"722","30116",NA,NA,NA
"723","30117",NA,NA,NA
"724","30118",NA,NA,NA
"725","30119","possibly depredated by coyote, but uncertain",NA,NA
"726","30120","U, but possibliy hatched, no evidence of predation or other disturbance",NA,NA
"727","30121","6/10: nest run over",NA,NA
"728","30122",NA,"something triggers camera the night of 6/19 but it's not in the pictures",NA
"729","30123",NA,NA,NA
"730","30124","6/21: 7-8 days old (19.9g, 16.7g). 7/5: no chicks seen but adult was doing chick click. 7/8 adults were around but not territorial","parents and chicks moved right in front of camera - very cool",NA
"731","30125","6/21: no eggs found but parents acting very territorial, possibly chicks in area",NA,NA
"732","30126","possibly hatched, uncertain",NA,NA
"733","30127",NA,NA,NA
"734","30128",NA,NA,NA
"735","30129","6/18: nest stick gone, but no evidence of tracks in area",NA,NA
"736","30130","likely hatched, as it was past the hatch date and had no evidence of depredation/other disturbance",NA,NA
"737","30131",NA,NA,NA
"738","30132","unknown reason for failure, no evidence seen",NA,NA
"739","30133","could have hatched, but uncertain","never found camera data",NA
"740","30134","coyote tracks were in the area but could have hatched",NA,NA
"741","30135",NA,NA,NA
"742","30136","no tracks seen, uncertain failure","never found camera data","also no mention in field notes/GPS"
"743","30137","field photos 7/12 show coyote tracks; could have hatched, but uncertain; changed fate to D based on field photos","never found camera data","also no mention in field notes/GPS"
"744","30138","6/3: no tern parents around. human footprints and ?dog? prints. so it seems it failed due to human disturbance, either stepped on by dog or human",NA,NA
"745","30139",NA,NA,NA
"746","30140","unknown cause of failure, no tracks seen","camera data to support?","also no mention in field notes/GPS"
"747","30141","fate unknown. could have hatched, but very difficult to confirm chicks at this site",NA,NA
"748","30142",NA,NA,NA
"749","30143","7/21: nest stick knocked out, most likely run over","camera data to support?","mystery july nest? No mention in field notes or GPS"
"750","30300",NA,NA,NA
"751","30301","7/13: chick about 1 day old :), 7/8: one egg vertical at bottom, one egg floating just under surface","coyote after hatch?","notes claim there is a cam"
"752","30302",NA,NA,"also no mention in field notes/GPS"
"753","30303",NA,NA,NA
"754","30304",NA,NA,NA
"755","30305","changing to F based on est hatch date","mystery july nest? NOT IN NOTES AS HAVING CAMERA","coyote night of 7/18, 7/19, and 7/20"
"756","30306",NA,NA,NA
"757","30307","could have hatched, but no evidence seen",NA,NA
"758","30308",NA,NA,NA
"759","30309","cam Y, 7/17: 2E, both floating above with tops out of the surface","coyote after hatch","notes claim there is a cam"
"760","30310","any field notes for this one? Possible hatch evidence?",NA,NA
"761","30311",NA,NA,NA
"762","30312","7/18: 2E both about vertical on the bottom. 2023 changing to F based on hatch date","mystery nest?",NA
"763","30313",NA,NA,NA
"764","30314",NA,NA,NA
"765","30315","nest stick missing on 7/30 visit. unknown if hatched between visits",NA,NA
"766","30316","Only one chick in nest. No sign of second egg or chick.",NA,NA
"767","30317","Two chicks had hatched on the 9th, third and fourth eggs hatched some time between the 9th and 12th.",NA,NA
"768","30318","All 3 chicks alive and hiding in grass just north of nest cup on Aug 30th",NA,NA
"769","30319","8/19- nest went from 3E to 1E between visits 8/23-nest empty with 2 large ghost crab burrows",NA,NA
"770","30400",NA,NA,NA
"771","30401","likely hatched, but cannot confirm",NA,NA
"772","30402","likely hatched, but cannot confirm",NA,NA
"773","30403",NA,NA,NA
"774","30404",NA,NA,NA
"775","30405",NA,NA,NA
"776","30406",NA,NA,NA
"777","30420",NA,"IMAG0388- unclear what happened, but no eggs visible after that",NA
"778","30421","6/26: parents still in area, no chicks seen but suspected","coyote - no sign of hatch first",NA
"779","30432","unknown hatch date and no evidence, so unknown fate",NA,NA
"780","30433","not floated, no evidence of disturbance. best guess is it hatched or washed out.",NA,NA
"781","30434","7/6: found just outside fencing along the front",NA,NA
"782","30435","7/6: found just outside fencing along the front",NA,NA
"783","30436",NA,NA,NA
"784","30437","2 chicks - how old?",NA,NA
"785","30438",NA,NA,NA
"786","30555","discovered with 1E, 1C","chick cam - was not found until hatch","depredated first night after setting up cam"
"787","30901","when was there a storm that might have washed out nest?  Looks like there was one 18-may and 29-may, so fate doesn't make sense","still know it failed. camera?","notes claim there is a cam"
"788","30902","5/26: 0E but likely hatched; male is wing booming and very territorial. 6/1: parents are still around but no chicks locate",NA,NA
"789","30903",NA,"mystery may nest! Camera set one day early Coyote got it","notes claim there is a cam"
"790","30904","washout from rain: vehicle tracks still visible","still know it failed.which folder did I think was this? Why did I think it couldn't actually be 104? Start 14 may, not 11 may","notes claim there is a cam"
"791","30905","washout from rain: vehicle tracks still visible","camera?","notes claim there is a cam"
"792","30906",NA,"Found, I think. Not very clear what happened, but bird never seen. Camera triggers a couple of times before it's picked up, but nothing in photos",NA
"793","30907","26 May: how old were chicks??? June 3: no chicks in area. June 6: no chicks or parents, failed fledge",NA,NA
"794","30908","6/14 - no eggs, no sign of chicks or adults. fate was empty but orange means failed?",NA,NA
"795","30909","fate was marked as 5/26; changed to 6/3 based on field photos","camera shows depredation AFTER hatch; still counts as hatchthis may have been chick camcoyote on nights 1 and 2. doesn't look like bird came back. Double check when camera was deployed",NA
"796","30910",NA,NA,"notes claim there is a cam"
"797","30911",NA,"coyote in early morning after it's light out - double check when cam deployed","bird still incubating on 02-jun; coyote aroun midnight on 03-junl"
"798","30912","6/3: run over","too bright to see nest, then coyote on night of 5/30. could have been run over before then - really too far away to tell",NA
"799","30913","any notes on predator? COYOTE TRACKS NEAR NEST CUP",NA,NA
"800","30914",NA,"unclear what happened after DSCF0148","looks like a coyote in DSCF0149"
"801","30915",NA,"coyote",NA
"802","30916",NA,"bird is alarmed on 6/2, in frame on 6/6, no incubation seen after 6/1",NA
"803","30917","U, but possibliy hatched, no evidence of predation or other disturbance","6/13: 2-3d chick (MFDC2319); hatch date seems early given float",NA
"804","30918","chicks-how old??",NA,NA
"805","30919",NA,"nest probably abandoned before I put out camera",NA
"806","30920",NA,"I don't see the bird in the photos. Coyote on 2nd night",NA
"807","30921",NA,"coyote first night","stick definitely says 921"
"808","30922",NA,"check cam for hatch date",NA
"809","30923","more field observations??","notes say no cam",NA
"810","30924","found an egg with top neatly cut off: hatched. there was a plastic bag over the area where the chicks/eggs would have been","changed fate to hatch since that's what notes said; check camera for real hatch date","garbage bag nest cam?"
"811","30925","6/21: 5-6 days old (23.5g, 7.6g). 6/30. no chicks seen",NA,NA
"812","30926","6/7: eggshells found in area","vehicle? Coyote? First night after cam placed",NA
"813","30927",NA,"coyote first night","stick is somewhat unclear; thought it looked like 927"
"814","30928","6/26: no eggs, but parents are being very territorial, so it is suspected to have successfully hatched","where are these photos","field notes claim there was a cam"
"815","30929",NA,"coyote, night 2",NA
"816","30930","DNL = did not locate, vegetation was very high. 6/26: no eggs, but parents were very territorial so likely hatched","where are these photos",NA
"817","30931","6/7: run over",NA,"notes claim there is a cam"
"818","30932","6/10 adults yelling. check field notes for fate/nest history","any nest w/o float - harder to classify in field; was also more likely as season progressed; need to mention confounding factors and how I dealt with them","notes claim there is a cam, then it was moved to nest 937 w/ same SD card on 10-jun"
"819","30933","field notes from 6/18? Was the camera already on 933 and repositioned? Time is within 2 minutes, must be same nest or right nearby","can't see bird on camera, very few pics","which nest is before 933 on mem card?"
"820","30934","est hatch of 6/30 makes no sense! Notes from 18 jun say 1E incubated. bird incubating from ""1/27"" to ""2/7""; 6/26. very high vegetation and was unable to locate nest. did not see adults in the area. 2023 changing fate to F bc of hatch date","found on 3 jun or 10 jun??? Eggs ~11 days when found. Cleared obs from 3 and 7 jun based on field notes/GPS. looks like bird abandoned based on lack of activity for > 1 day at end; maybe 1 egg could have hatched but would have seen adults nearby afterwards?","camera starts ""1/27"" at 14:37; bird still there on 2/7 (21 jun) at 18:11; then nothing triggers until I pick up cam on 2/9 (23 jun) at 14:34"
"821","30935","I have no pics of 935 from 6/23 at all… nopics of chicks? If there were chicks i would have pics? 7/26: saw 2 fledges at nest site. estimated 80,60 from field photo - not far off","found 10 jun? eggs 45 degrees. does camera show hatch? Female is behind popsicle and veg, a little to the right","check float info! WERE THE CHICKS SEEN BEFORE 6/30??"
"822","30936","field obs?",NA,NA
"823","30937","notes on 18 jun say 1 chick probably 937; also hatched egg shell near nest HOW OLD","never found camera data","field notes claim there was a cam, moved from 932"
"824","30938","6/14- empty but adults screaming/diving. check cam","camera not close enough? Plus too bright. Unclear what is going on. Adults with fish in multiple pictures, but hard to tell where nest is. CHICK IN PHOTO ON 6/11?","STICK NOT CLEAR IN PHOTOS-why labeled 938? my notes say 2E on 6/14; oh, i guess there were 2 938 nests"
"825","30939","listed as ""2 chicks"" on 6/30. field notes? I think it's a lete nest",NA,NA
"826","30940","6/21: no eggs, but parents acting extremely territorial","baby in pic IMAG2225",NA
"827","30941","should be 3 eggs? chicks found, nest not tracked? there is a camera on the nest I believe - yes, see field photo from 10 Jun","FOUND i think. Unless it's 937. but looks like there are 3 chicks and i would have seen them in the field…","i think this is the mystery LETE nest on the toshiba; based on dates on videos, needs to be after 927 and before 959 (starts after day 68 and ends before day 84)"
"828","30942","field obs?","never found camera data","actually 420 according to notes"
"829","30944",NA,"notes say no cam",NA
"830","30945","coyote tracks nearby on 18 jun; changed field fate to D","coyote","found on corrupted card (G)"
"831","30946","cam H","hatch happens in the perfect window to be unobserved; bird appears to be feeding chicks on 6/28 and 6/29; hard to tell what happened - look around IMAG4132","check when hatch date was"
"832","30947","field obs?",NA,NA
"833","30948","fate was empty; notes say no fate clues","not in notes as having cam",NA
"834","30949","6/21: 1-4 days old (12.9g, 7.6g). 6/30: 2 chicks banded and weighed. 7/5: no chicks seen but parents were in the area","coyote goes by on 6/17 and somehow doesn't notice them? In tall grass, maybe that helped",NA
"835","30950","7/1- adults screaming/diving - hatch?","01-jul is well after nest was 0E coyote fifth (?)night of camera cam A; also photos of WIPL chicks! Nest nearby?",NA
"836","30951","is this the photo from 6/14 in google? Was i in the field on 21 jun?","pretty sure this is 951 bc the flower matches the field photo","stick not clear - why was this labeled 951? Left cam there until 30 jun?"
"837","30953","look for field observations","double check cam left in area later",NA
"838","30954","is wrack ground cover or not? See field photos","20 Jun bird moves closer to camera, off of nest area - chicks?",NA
"839","30955","no signs 6/30 - may have been run over later, changed to U. run over, vehicle tracks going through nesting area","unclear what happened - incubating 6/27, then two empty photos on 6/28, then nothing triggers until I collect cam on 6/30 - maybe abandoned? Or abandoned after run over, which would be Hu I guess","WHAT ARE CAM NOTES REFERRING TO? Doesn't match pics, which show coyote on 18-jun. changed cam_fate back to Hu from A. found on corrupted card (G). Don't think float info found; changed HD back to NA"
"840","30956","6/26: chicks weighed 14.8g, 11.6g, 1-4 days old. 7/9 adults in area peenting but not super territorial. maybe just have older chick","any obs before chicks? 1m cov was 70, changed to 60 based on photo","listed as having camera? Yes, in notes"
"841","30957","6/23-adults scream, no chicks or egg shell seen","never found camera data","unclear whether cam or not"
"842","30958","1C, 1E, abandoned? egg has shell stuck to it, but chick in picture 4 min later",NA,"cam from 937"
"843","30959","first listed in gaiaf on 6/30 but mraked in spreadsheet on 6/23ate was empty","cam starts ""1/17/2013"" ""17:36""; baby flopping around ""2/1"" at ""18:28"" ; tiny baby being fed on ""2/1""",NA
"844","30960","Any field obs on or after 7/5?? I was not there? paw prints  on 7/13 in field photos; may have happened after last obs. possible hatch or wash out, don't know expected hatch date. [COORDINATES INCORRECT WHEN DOING QA/QC]","was cam deployed after nest found? inconclusive camera? Starts on ""2/9"" 15:37; coyote that night right near stick, but bird appears to go back to incubating; photo incubating 2/11 at 19:44; near scrape 2/12 22:23; then nothing, then lots of vehicles go by and bird returns one more time before cam stops on 1/13 at 2am. Did camera die?","also feeding a fledgling from a previous bnest? Removed hatch date bc float info never found i don't think"
"845","30961","no signs of fail or hatch on 6/30. changed veg from 10 to 5 based on field photo possible hatch or wash out, don't know expected hatch date. [COORDINATES INCORRECT WHEN DOING QA/QC]","Coyote first night",NA
"846","30962","changed fate from U to H based on 13 Jul obs",NA,"est hatch was marked as 6/28 which makes no sense; in GPS as having camera"
"847","30963","info and dates for 960-963 are from GPS - double check the date/time; verified some with field photos","6/27: chick IMAG1060 - 2-3d?","also look at posture of brooding female - definitely chicks 26 jun; egg visible midday 25 jun"
"848","30965","check field notes for fate/nest history","ACTUALLY LOOKS ABANDONED. coyote","found on corrupted card (G). Don't think float info found - changed HD back to NA"
"849","30966","other field notes? 7/5: female was in area acting territorial, but couldn't find anything and there were vehicle tracks everywhere. nest assumed run over","never found camera data","unclear whether cam or not"
"850","30967","check field notes for fate/nest history","cam J - never found camera data","notes claim there is a cam"
"851","30969","check field notes for fate/nest history","never found camera data","notes claim there is a cam"
"852","30970","didn’t look like that much  veg in field photo; changing to F based on est hatch date","those were photos of another nest. 970 stops abruptly on 7/3 - batteries? Or more pics somewhere?. inconclusive? Cannot see bird in pics - why did I say I couldn't see the bird? It's just off center","was it pulled before july 4th? fate inconclusive"
"853","30971","est hatch date was changed to 7/16 by ""splitting the difference"" but doesn't make sense and doesn't matter anyway","camera is too high I think; failed based on est hatch? Or was that one just estimated after?","can see bird but cam stops abruptly on 7/5 anyway"
"854","30973","my phone says this nest is @ holly beach","check field notes for fate/nest history","notes claim there is a cam"
"855","30974","check field notes for fate/nest history","coyote on night of 7/16","why is it marked 0E on 18-jul? i wasn't there, and it wasn;t in the spreadsheet"
"856","30975","check field notes for fate/nest history","never found camera data","could also be mystery july nest; not in notes as having camera"
"857","30976","check field notes for fate/nest history","never found camera data","not in notes as having camera"
"858","30977","check field notes for fate/nest history","never found camera data","not in notes as having camera"
"859","30978","field obs?","cam F; did not find pics","in GPS as having cam"
"860","30979","check field notes for fate/nest history","camera does not detect anything until return on 7/23",NA
"861","30980","COORDS INCORRECT7/23- 0E, no nest cup, no tracks or eggshell","cam A","why depredated???"
"862","30981",NA,"cam K; pics show disturbance night of 7/30",NA
"863","30982","cam z; nest could be 1E bc late in season",NA,"field notes claim there was a cam"
"864","30983",NA,"not listed in notes or GPS?7/26 - recording stops at 10:32 w/ camera temp at 134 degrees - maybe overheated?","ok, maybe never lost these pics? All photos are in the camG disk image on mypassport. Some aare in dissertation field_data"
"865","30984","ANY FIELD OBS?? nest could be 1E bc late in season",NA,"in GPS as having cam"
"866","30985","ANY FIELD OBS??",NA,"in GPS as having cam"
"867","30986","notes from 7/28: 0E, coyote tracks, changed SD card.. field photo from 7/23? Chicks in photo from 7/28?",NA,NA
"868","30987","where are the coordinates? I'm holding a '987' stick earlier in the footage from the camera","coyote got them - before or after hatch?","not in notes"
"869","3total hatch",NA,NA,NA
"870","39802",NA,NA,NA
"871","300AA","found during hatch",NA,NA
"872","300AB","chicks found, nest not tracked?",NA,NA
"873","30984","if these don't have field obs, is there even a point to including them?",NA,NA
"874","30985",NA,NA,NA
"875","30986",NA,"mysteries:",NA
